зверьми	NOUN,anim,masc plur,ablt,Arch
забав	NOUN,inan,femn plur,gent
вой	NOUN,inan,masc sing,accs
вой	NOUN,inan,masc sing,nomn
вой	VERB,impf,intr sing,impr,excl
вашу	ADJF,Apro femn,sing,accs
она…	UNKN
сдалась	VERB,perf,intr femn,sing,past,indc
страшным	ADJF,Qual plur,datv
страшным	ADJF,Qual masc,sing,ablt
страшным	ADJF,Qual neut,sing,ablt
остудили	VERB,perf,tran plur,past,indc
погоды	NOUN,inan,femn sing,gent
погоды	NOUN,inan,femn plur,nomn
погоды	NOUN,inan,femn plur,accs
рощице	NOUN,inan,femn sing,datv
рощице	NOUN,inan,femn sing,loct
мечтала	VERB,impf,intr femn,sing,past,indc
врукопашную	ADVB
дышать	INFN,impf,intr
облако	NOUN,inan,neut sing,accs
облако	NOUN,inan,neut sing,nomn
залу	NOUN,inan,masc sing,datv
залу	NOUN,inan,neut sing,datv
залу	NOUN,inan,femn sing,accs
выступом	NOUN,inan,masc sing,ablt
разговаривал	VERB,impf,intr masc,sing,past,indc
дриада	NOUN,anim,femn sing,nomn
творилось	VERB,impf,intr neut,sing,past,indc
вооружённых	ADJF plur,gent
вооружённых	ADJF anim,plur,accs
вооружённых	ADJF plur,loct
вооружённых	PRTF,perf,tran,past,pssv plur,gent
вооружённых	PRTF,perf,tran,past,pssv anim,plur,accs
вооружённых	PRTF,perf,tran,past,pssv plur,loct
пировали	VERB,impf,intr plur,past,indc
быстрыми	ADJF,Qual plur,ablt
запятая	NOUN,inan,femn sing,nomn
перила	NOUN,inan,GNdr,Pltm plur,nomn
перила	NOUN,inan,GNdr,Pltm plur,accs
кирки	NOUN,inan,femn sing,gent
кирки	NOUN,inan,femn plur,nomn
кирки	NOUN,inan,femn plur,accs
рубах	NOUN,inan,femn plur,gent
мост	NOUN,inan,masc sing,nomn
мост	NOUN,inan,masc sing,accs
стрельбы	NOUN,inan,femn sing,gent
стрельбы	NOUN,inan,femn plur,nomn
стрельбы	NOUN,inan,femn plur,accs
последней	ADJF femn,sing,gent
последней	ADJF femn,sing,datv
последней	ADJF femn,sing,ablt
последней	ADJF femn,sing,loct
последней	COMP V-ej
погулять	INFN,perf,intr
запирать	INFN,impf,tran
усилилось	VERB,perf,intr neut,sing,past,indc
рабадаш	NOUN,anim,femn,Name plur,gent
рабадаш	NOUN,anim,femn,Name plur,accs
рабадаш	NOUN,anim,femn,Name sing,voct,Infr
рабадаш	NOUN,anim,masc,Name sing,nomn
благороден	ADJS,Qual masc,sing
брызг	NOUN,inan,GNdr,Pltm plur,gent
замёрзла	ADJS femn,sing
замёрзла	VERB,perf,intr femn,sing,past,indc
прикусив	GRND,perf,tran past
мыши	NOUN,anim,femn plur,nomn
мыши	NOUN,anim,femn sing,gent
мыши	NOUN,anim,femn sing,datv
мыши	NOUN,anim,femn sing,loct
песне	NOUN,inan,femn sing,loct
песне	NOUN,inan,femn sing,datv
лиц	NOUN,anim,neut plur,accs
лиц	NOUN,inan,neut plur,gent
лиц	NOUN,anim,neut plur,gent
дрессированного	ADJF masc,sing,gent
дрессированного	ADJF anim,masc,sing,accs
дрессированного	ADJF neut,sing,gent
дрессированного	PRTF,impf,tran,past,pssv masc,sing,gent
дрессированного	PRTF,impf,tran,past,pssv anim,masc,sing,accs
дрессированного	PRTF,impf,tran,past,pssv neut,sing,gent
взгляды	NOUN,inan,masc plur,accs
взгляды	NOUN,inan,masc plur,nomn
никаких	ADJF,Apro plur,gent
никаких	ADJF,Apro anim,plur,accs
никаких	ADJF,Apro plur,loct
испечёмся	VERB,perf,intr plur,1per,futr,indc
испечёмся	VERB,perf,intr sing,impr,incl
пяток	NOUN,inan,femn plur,gent
пяток	NOUN,inan,masc sing,nomn
пяток	NOUN,inan,masc sing,accs
теревинфский	ADJF masc,sing,nomn
теревинфский	ADJF inan,masc,sing,accs
поминаешь	VERB,impf,tran sing,2per,pres,indc
молодец	NOUN,anim,masc sing,nomn
молодец	NOUN,anim,masc sing,nomn
принёс	VERB,perf,tran masc,sing,past,indc
пожилого	NOUN,inan,neut sing,gent
пожилого	ADJF masc,sing,gent
пожилого	ADJF anim,masc,sing,accs
пожилого	ADJF neut,sing,gent
работает	VERB,impf,intr sing,3per,pres,indc
дребезжала…	UNKN
показывай	VERB,impf,tran sing,impr,excl
лжёт	VERB,impf,intr sing,3per,pres,indc
писал	VERB,impf,tran masc,sing,past,indc
писал	VERB,impf,intr masc,sing,past,indc
побрели	VERB,perf,intr plur,past,indc
посвободней	COMP,Qual Cmp2,V-ej
вёслами	NOUN,inan,neut plur,ablt
прунапризмией	NOUN,inan,femn sing,ablt
останавливай	VERB,impf,tran sing,impr,excl
спала	VERB,perf,intr femn,sing,past,indc
спала	VERB,impf,intr femn,sing,past,indc
обратилась	VERB,perf,intr femn,sing,past,indc
изрубить	INFN,perf,tran
костяшки	NOUN,inan,femn sing,gent
костяшки	NOUN,inan,femn plur,nomn
костяшки	NOUN,inan,femn plur,accs
меж	PREP
меж	NOUN,inan,femn plur,gent
решили	VERB,perf,tran plur,past,indc
рассказами	NOUN,inan,masc plur,ablt
разбитого	ADJF,Qual masc,sing,gent
разбитого	ADJF,Qual anim,masc,sing,accs
разбитого	ADJF,Qual neut,sing,gent
разбитого	PRTF,perf,tran,past,pssv masc,sing,gent
разбитого	PRTF,perf,tran,past,pssv anim,masc,sing,accs
разбитого	PRTF,perf,tran,past,pssv neut,sing,gent
слоновой	ADJF femn,sing,gent
слоновой	ADJF femn,sing,datv
слоновой	ADJF femn,sing,ablt
слоновой	ADJF femn,sing,loct
штука	NOUN,inan,femn sing,nomn
обратили	VERB,perf,tran plur,past,indc
отбрасывающий	PRTF,impf,tran,pres,actv masc,sing,nomn
отбрасывающий	PRTF,impf,tran,pres,actv inan,masc,sing,accs
мёртвой	ADJF,Qual femn,sing,ablt
мёртвой	ADJF,Qual femn,sing,gent
мёртвой	ADJF,Qual femn,sing,datv
мёртвой	ADJF,Qual femn,sing,loct
услыхав	GRND,perf,tran past
отбивается	VERB,impf,intr sing,3per,pres,indc
воротником	NOUN,inan,masc sing,ablt
молоточек	NOUN,inan,masc sing,nomn
молоточек	NOUN,inan,masc sing,accs
полки	NOUN,inan,femn sing,gent
полки	NOUN,inan,femn plur,nomn
полки	NOUN,inan,femn plur,accs
полки	NOUN,inan,masc plur,nomn
полки	NOUN,inan,masc plur,accs
полки	NOUN,inan,masc plur,nomn
полки	NOUN,inan,masc plur,accs
прозвучало	VERB,perf,intr neut,sing,past,indc
переставляла	VERB,impf,tran femn,sing,past,indc
главу	NOUN,anim,masc sing,accs
главу	NOUN,inan,femn sing,accs
приехала	VERB,perf,intr femn,sing,past,indc
сулит	VERB,impf,tran sing,3per,pres,indc
пригласили	VERB,perf,tran plur,past,indc
напился	VERB,perf,intr masc,sing,past,indc
прищурилась	VERB,perf,intr femn,sing,past,indc
дубину	NOUN,inan,femn sing,accs
дубину	NOUN,anim,femn,Ms-f sing,accs
опухоль	NOUN,inan,femn sing,nomn
опухоль	NOUN,inan,femn sing,accs
скопом	ADVB
скопом	NOUN,inan,masc sing,ablt
блямц	NOUN,inan,masc,Sgtm,Fixd,Orgn sing,nomn
блямц	NOUN,inan,masc,Sgtm,Fixd,Orgn sing,gent
блямц	NOUN,inan,masc,Sgtm,Fixd,Orgn sing,datv
блямц	NOUN,inan,masc,Sgtm,Fixd,Orgn sing,accs
блямц	NOUN,inan,masc,Sgtm,Fixd,Orgn sing,ablt
блямц	NOUN,inan,masc,Sgtm,Fixd,Orgn sing,loct
хеттов	NOUN,anim,masc plur,gent
хеттов	NOUN,anim,masc plur,accs
чародею	NOUN,anim,masc sing,datv
грациозное	ADJF,Qual neut,sing,nomn
грациозное	ADJF,Qual neut,sing,accs
делаешь	VERB,impf,tran sing,2per,pres,indc
собственным	ADJF plur,datv
собственным	ADJF masc,sing,ablt
собственным	ADJF neut,sing,ablt
мираз	ADVB
мираз	NOUN,inan,masc sing,nomn
мираз	NOUN,inan,masc sing,accs
мираз	NOUN,inan,masc plur,gent
мираз	NOUN,anim,masc,Name sing,nomn
мираз	NOUN,inan,masc,Geox sing,nomn
мираз	NOUN,inan,masc,Geox sing,accs
завоюет	VERB,perf,tran sing,3per,futr,indc
витражах	NOUN,inan,masc plur,loct
захлопывающуюся	PRTF,impf,intr,pres,actv femn,sing,accs
карабкаются	VERB,impf,intr plur,3per,pres,indc
пригрозив	GRND,perf,intr past
колебалась	VERB,impf,intr femn,sing,past,indc
шлюпку	NOUN,inan,femn sing,accs
мешая	GRND,impf,intr pres
мешая	GRND,impf,tran pres
спешите	VERB,impf,intr plur,2per,pres,indc
спешите	VERB,impf,intr plur,impr,excl
спешите	VERB,perf,tran plur,2per,futr,indc
волшебного	ADJF,Qual neut,sing,gent
волшебного	ADJF,Qual masc,sing,gent
волшебного	ADJF,Qual anim,masc,sing,accs
откажусь	VERB,perf,intr sing,1per,futr,indc
спустится	VERB,perf,intr sing,3per,futr,indc
1	NUMB,intg
щит	NOUN,inan,masc sing,accs
щит	NOUN,inan,masc sing,nomn
моря	NOUN,inan,neut sing,gent
моря	GRND,impf,tran pres
моря	NOUN,inan,neut plur,nomn
моря	NOUN,inan,neut plur,accs
обижал	VERB,impf,tran masc,sing,past,indc
молоть	INFN,impf,tran
болячку	NOUN,inan,femn sing,accs
смешной	ADJF,Qual masc,sing,nomn
смешной	ADJF,Qual inan,masc,sing,accs
смешной	ADJF,Qual femn,sing,gent
смешной	ADJF,Qual femn,sing,datv
смешной	ADJF,Qual femn,sing,ablt
смешной	ADJF,Qual femn,sing,loct
бедра	NOUN,inan,neut sing,gent
бёдра	NOUN,inan,neut plur,nomn
бёдра	NOUN,inan,neut plur,accs
остановишься	VERB,perf,intr sing,2per,futr,indc
планки	NOUN,inan,femn sing,gent
планки	NOUN,inan,femn plur,nomn
планки	NOUN,inan,femn plur,accs
планки	NOUN,anim,GNdr,Ms-f,Pltm,Surn plur,nomn
разговоры	NOUN,inan,masc plur,nomn
разговоры	NOUN,inan,masc plur,accs
ночной	ADJF inan,masc,sing,accs
ночной	ADJF femn,sing,loct
ночной	ADJF masc,sing,nomn
ночной	ADJF femn,sing,gent
ночной	ADJF femn,sing,datv
ночной	ADJF femn,sing,ablt
отвяжи	VERB,perf,tran sing,impr,excl
бабёнка	NOUN,anim,femn sing,nomn
накрывать	INFN,impf,tran
серо-зелёными	ADJF plur,ablt
оглушил	VERB,perf,tran masc,sing,past,indc
житель	NOUN,anim,masc sing,nomn
могуществу	NOUN,inan,neut sing,datv
челюсть	NOUN,inan,femn sing,nomn
челюсть	NOUN,inan,femn sing,accs
заболели	VERB,perf,intr plur,past,indc
ступай	VERB,impf,intr sing,impr,excl
качествами	NOUN,inan,neut plur,ablt
станете	VERB,perf,intr plur,2per,futr,indc
становилось	VERB,impf,intr neut,sing,past,indc
пути…	UNKN
ваши	ADJF,Apro plur,nomn
ваши	ADJF,Apro inan,plur,accs
преградили	VERB,perf,tran plur,past,indc
лапа	NOUN,inan,femn sing,nomn
нескольких	NUMR gent
нескольких	NUMR loct
нескольких	NUMR anim,accs
недоумении	NOUN,inan,neut sing,loct
померещилась	VERB,perf,intr femn,sing,past,indc
человек	NOUN,anim,masc sing,nomn
человек	NOUN,anim,masc plur,gent
поймал	VERB,perf,tran masc,sing,past,indc
человеческий	ADJF masc,sing,nomn
человеческий	ADJF inan,masc,sing,accs
продолжал	VERB,impf,tran masc,sing,past,indc
черномазые	ADJF,Qual plur,nomn
черномазые	ADJF,Qual inan,plur,accs
плачут	VERB,impf,intr plur,3per,pres,indc
темно-гнедые	ADJF plur,nomn
темно-гнедые	ADJF inan,plur,accs
темно-гнедые	NOUN,anim,masc plur,nomn
смотритесь	VERB,impf,intr plur,2per,pres,indc
смотритесь	VERB,impf,intr plur,impr,excl
поможет	VERB,perf,intr sing,3per,futr,indc
ужасному	ADJF,Qual masc,sing,datv
ужасному	ADJF,Qual neut,sing,datv
хозяйство	NOUN,inan,neut sing,nomn
хозяйство	NOUN,inan,neut sing,accs
впитывая	GRND,impf,tran pres
бранят	VERB,impf,tran plur,3per,pres,indc
отсечь	INFN,perf,tran
графины	NOUN,inan,masc plur,nomn
графины	NOUN,inan,masc plur,accs
графины	NOUN,anim,femn,Name sing,gent
графины	NOUN,anim,femn,Name plur,nomn
верю	VERB,impf,intr sing,1per,pres,indc
скрестись	VERB,perf,intr sing,impr,excl
скрестись	INFN,impf,intr
интересы	NOUN,inan,masc plur,accs
интересы	NOUN,inan,masc plur,nomn
на	PREP
на	PRCL
на	INTJ
золотистые	ADJF,Qual plur,nomn
золотистые	ADJF,Qual inan,plur,accs
лепёшку	NOUN,inan,femn sing,accs
подмышек	NOUN,inan,femn plur,gent
черепа	NOUN,inan,masc sing,gent
черепа	NOUN,inan,masc plur,nomn
черепа	NOUN,inan,masc plur,accs
нарнийцев…	UNKN
плотине	NOUN,inan,femn sing,loct
плотине	NOUN,inan,femn sing,datv
качку	NOUN,inan,femn sing,accs
мудрого	ADJF,Qual masc,sing,gent
мудрого	ADJF,Qual anim,masc,sing,accs
мудрого	ADJF,Qual neut,sing,gent
доносились	VERB,impf,intr plur,past,indc
доносились	VERB,perf,intr plur,past,indc
говорил?	UNKN
зарабатывать	INFN,impf,tran
армией	NOUN,inan,femn sing,ablt
струйка	NOUN,inan,femn sing,nomn
означает	VERB,impf,tran sing,3per,pres,indc
повёрнутым	PRTF,perf,tran,past,pssv masc,sing,ablt
повёрнутым	PRTF,perf,tran,past,pssv neut,sing,ablt
повёрнутым	PRTF,perf,tran,past,pssv plur,datv
небольшому	ADJF neut,sing,datv
небольшому	ADJF masc,sing,datv
невидимыми	ADJF,Qual plur,ablt
хотелось…	UNKN
иной	ADJF,Apro femn,sing,gent
иной	ADJF,Apro femn,sing,loct
иной	ADJF,Apro inan,masc,sing,accs
иной	ADJF,Apro femn,sing,datv
иной	ADJF,Apro femn,sing,ablt
иной	ADJF,Apro masc,sing,nomn
подвинуться	INFN,perf,intr
нужен	ADJS,Qual masc,sing
разгромило	VERB,perf,tran neut,sing,past,indc
барсы	NOUN,anim,masc plur,nomn
кинется	VERB,perf,intr sing,3per,futr,indc
сахаре	NOUN,inan,femn,Sgtm,Geox sing,datv
сахаре	NOUN,inan,femn,Sgtm,Geox sing,loct
сахаре	NOUN,inan,masc sing,loct
используйте	VERB,perf,tran plur,impr,excl
используйте	VERB,impf,tran plur,impr,excl
последнюю	ADJF femn,sing,accs
делайте	VERB,impf,tran plur,impr,excl
верноподданные	ADJF,Qual plur,nomn
верноподданные	ADJF,Qual inan,plur,accs
заволновалось	VERB,perf,intr neut,sing,past,indc
блестело	VERB,impf,intr neut,sing,past,indc
самом-то	ADJF,Apro neut,sing,loct
самом-то	ADJF,Apro neut,sing,loct
самом-то	ADJF,Apro masc,sing,loct
самом-то	ADJF,Apro masc,sing,loct
толстуха	NOUN,anim,femn sing,nomn
ловите	VERB,impf,tran plur,2per,pres,indc
ловите	VERB,impf,tran plur,impr,excl
перерезал	VERB,impf,tran masc,sing,past,indc
перерезал	VERB,perf,tran masc,sing,past,indc
жду	VERB,impf,tran sing,1per,pres,indc
малые	NOUN,inan,neut plur,nomn
малые	NOUN,inan,neut plur,accs
малые	NOUN,anim,masc plur,nomn
малые	ADJF,Qual plur,nomn
малые	ADJF,Qual inan,plur,accs
фонарю	NOUN,inan,masc sing,datv
чудище	NOUN,anim,neut sing,nomn
чудище	NOUN,anim,neut sing,accs
чудище	NOUN,anim,neut sing,loct
стыдно	ADVB
стыдно	ADJS,Qual neut,sing
стыдно	PRED,pres
судя	GRND,impf,tran pres
спокойный	ADJF,Qual masc,sing,nomn
спокойный	ADJF,Qual inan,masc,sing,accs
заливавший	PRTF,impf,tran,past,actv masc,sing,nomn
заливавший	PRTF,impf,tran,past,actv inan,masc,sing,accs
укромных	ADJF,Qual plur,gent
укромных	ADJF,Qual anim,plur,accs
укромных	ADJF,Qual plur,loct
тарелка	NOUN,inan,femn sing,nomn
меняются	VERB,impf,intr plur,3per,pres,indc
видела	VERB,impf,tran femn,sing,past,indc
парадный	ADJF,Qual masc,sing,nomn
парадный	ADJF,Qual inan,masc,sing,accs
дорогой	ADVB
дорогой	NOUN,inan,femn sing,ablt
дорогой	ADJF,Qual masc,sing,nomn
дорогой	ADJF,Qual inan,masc,sing,accs
дорогой	ADJF,Qual femn,sing,gent
дорогой	ADJF,Qual femn,sing,datv
дорогой	ADJF,Qual femn,sing,ablt
дорогой	ADJF,Qual femn,sing,loct
заслугам	NOUN,inan,femn plur,datv
публику	NOUN,inan,femn sing,accs
чашечку	NOUN,inan,femn sing,accs
ухватила	VERB,perf,tran femn,sing,past,indc
клыки	NOUN,inan,masc plur,nomn
клыки	NOUN,inan,masc plur,accs
пирамид	NOUN,inan,femn plur,gent
разделается	VERB,perf,intr sing,3per,futr,indc
мысль	NOUN,inan,femn sing,nomn
мысль	NOUN,inan,femn sing,accs
лондонском	ADJF masc,sing,loct
лондонском	ADJF neut,sing,loct
мешка	NOUN,inan,masc sing,gent
мешка	NOUN,anim,masc sing,gent
мешка	NOUN,anim,masc sing,accs
чернильницами	NOUN,inan,femn plur,ablt
отправился	VERB,perf,intr masc,sing,past,indc
крылатой	ADJF,Qual femn,sing,gent
крылатой	ADJF,Qual femn,sing,datv
крылатой	ADJF,Qual femn,sing,ablt
крылатой	ADJF,Qual femn,sing,loct
шевелится	VERB,impf,intr sing,3per,pres,indc
тявкали	VERB,impf,intr plur,past,indc
шапку	NOUN,inan,femn sing,accs
зловещей	ADJF,Qual femn,sing,gent
зловещей	ADJF,Qual femn,sing,datv
зловещей	ADJF,Qual femn,sing,ablt
